target,asymptote,dose,r,x_2,y_21,B0_21,meanB1,meanB2,meanB3,maxB1,maxB2,maxB3,minB1,minB2,minB3,stabilityB1,stabilityB2,stabilityB3,sp_survival
B0,8.0,100.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.3734189992421726,0.33732877847123216,0.07077377169614567,0.1983768885584992,0.33732877847123316,0.0707737716961454,0.19837688855849867,0.33732877847123316,0.0707737716961454,0.19837688855849867,-2.964320528010266e-15,-3.728441376613857e-15,-2.660348800592445e-15,3
r,8.0,0.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
r,8.0,1.0,4.900749719809041e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299623535019459,0.07860354073426731,0.1898858826829931,0.32996235350194614,0.07860354073426723,0.18988588268299203,0.32996235350194614,0.07860354073426723,0.18988588268299203,-6.7344424942102025e-16,-1.0601204192690301e-15,-5.704899310912097e-15,3
r,8.0,2.0,4.900749719777049e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299623534980559,0.07860354073426737,0.18988588268030088,0.32996235349805514,0.07860354073426747,0.18988588268030157,0.32996235349805514,0.07860354073426747,0.18988588268030157,-2.3570548730013584e-15,-1.2368071558138674e-15,-3.656986737816014e-15,3
r,8.0,3.0,4.900749718986028e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299623534018493,0.07860354073426723,0.189885882613782,0.32996235340184893,0.07860354073426694,0.18988588261378261,0.32996235340184893,0.07860354073426694,0.18988588261378261,-1.1785274368443007e-15,-3.7104214674416095e-15,-3.218148330405441e-15,3
r,8.0,4.0,4.900749711587072e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235250196515,0.07860354073426723,0.18988588199158768,0.3299623525019637,0.07860354073426692,0.1898858819915879,0.3299623525019637,0.07860354073426692,0.1898858819915879,-4.377387634502701e-15,-3.8871082039864475e-15,-1.1702357603455519e-15,3
r,8.0,5.0,4.900749670801669e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996234754151044,0.07860354073426723,0.18988587856185285,0.3299623475415105,0.07860354073426694,0.1898858785618526,0.3299623475415105,0.07860354073426694,0.1898858785618526,-1.6836106539652707e-16,-3.7104214674416095e-15,-1.3165152541677553e-15,3
r,8.0,6.0,4.900749509085907e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299623278731137,0.07860354073426723,0.18988586496281296,0.3299623278731131,0.07860354073426692,0.18988586496281365,0.3299623278731131,0.07860354073426692,0.18988586496281365,-1.851971829754141e-15,-3.8871082039864475e-15,-3.656987079034769e-15,3
r,8.0,7.0,4.900748996561993e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299622655382748,0.07860354073426723,0.18988582186352673,0.32996226553827496,0.07860354073426692,0.1898858218635262,0.32996226553827496,0.07860354073426692,0.1898858218635262,-5.050833217144084e-16,-3.8871082039864475e-15,-2.7793108108996474e-15,3
r,8.0,8.0,4.900747614954094e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996209750251526,0.07860354073426723,0.18988570568094995,0.32996209750251376,0.07860354073426692,0.18988570568094912,0.32996209750251376,0.07860354073426692,0.18988570568094912,-4.5457522103880964e-15,-3.8871082039864475e-15,-4.388388175951132e-15,3
r,8.0,9.0,4.900744319208247e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299616966624369,0.07860354073426723,0.1898854285337415,0.32996169666243613,0.07860354073426692,0.18988542853374046,0.32996169666243613,0.07860354073426692,0.18988542853374046,-2.3570595650538364e-15,-3.8871082039864475e-15,-5.41235331659319e-15,3
r,8.0,10.0,4.900737173922e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996082762556067,0.07860354073426737,0.18988482766755746,0.3299608276255615,0.07860354073426747,0.18988482766755838,0.3299608276255615,0.07860354073426747,0.18988482766755838,-2.525427613904633e-15,-1.2368071558138674e-15,-4.82724931428667e-15,3
r,8.0,11.0,4.900722826664559e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32995908264807394,0.07860354073426737,0.18988362116077434,0.3299590826480742,0.07860354073426747,0.18988362116077412,0.3299590826480742,0.07860354073426747,0.18988362116077412,-8.418136565144815e-16,-1.2368071558138674e-15,-1.1702496936434828e-15,3
r,8.0,12.0,4.900695775246452e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32995579249936224,0.07860354073426726,0.18988134629275308,0.32995579249936224,0.07860354073426698,0.18988134629275408,0.32995579249936224,0.07860354073426698,0.18988134629275408,-0.0,-3.533734730896769e-15,-5.266186712038625e-15,3
r,8.0,13.0,4.900647381028455e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3299499064043606,0.07860354073426734,0.18987727652816971,0.32994990640436034,0.07860354073426745,0.18987727652816927,0.32994990640436034,0.07860354073426745,0.18987727652816927,-8.418370682116012e-16,-1.413493892358706e-15,-2.3405775936368522e-15,3
r,8.0,14.0,4.900564575500206e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32993983459362586,0.07860354073426737,0.1898703126379881,0.3299398345936249,0.07860354073426751,0.18987031263798895,0.3299398345936249,0.07860354073426751,0.18987031263798895,-2.862333405426026e-15,-1.7668673654483822e-15,-4.5350354134643904e-15,3
r,8.0,15.0,4.900428202714786e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32992324636365855,0.07860354073426734,0.18985884303702244,0.3299232463636586,0.07860354073426742,0.18985884303702205,0.3299232463636586,0.07860354073426742,0.18985884303702205,-1.6838101887368868e-16,-1.0601204192690297e-15,-2.0482042363123704e-15,3
r,8.0,16.0,4.900210935918907e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3298968159109188,0.07860354073426734,0.18984056796223328,0.32989681591091935,0.07860354073426745,0.18984056796223217,0.32989681591091935,0.07860354073426745,0.18984056796223217,-1.6839450911168726e-15,-1.413493892358706e-15,-5.852575449930117e-15,3
r,8.0,17.0,4.899874703171199e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32985590754322947,0.07860354073426734,0.18981228163431513,0.32985590754322963,0.07860354073426745,0.18981228163431418,0.32985590754322963,0.07860354073426745,0.18981228163431418,-5.052461796417636e-16,-1.413493892358706e-15,-4.975430473764141e-15,3
r,8.0,18.0,4.899367554374374e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.329794191177716,0.07860354073426737,0.18976960601906273,0.32979419117771636,0.07860354073426747,0.18976960601906342,0.32979419117771636,0.07860354073426747,0.18976960601906342,-1.010681458780918e-15,-1.2368071558138674e-15,-3.6592274665448434e-15,3
r,8.0,19.0,4.898619901699357e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3297031782828609,0.07860354073426723,0.18970666920686347,0.3297031782828625,0.07860354073426692,0.1897066692068638,0.3297031782828625,0.07860354073426692,0.1897066692068638,-4.886308852715582e-15,-3.8871082039864475e-15,-1.7570118943657454e-15,3
r,8.0,20.0,4.897540067950233e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32957166758042467,0.07860354073426723,0.18961572071592586,0.3295716675804257,0.07860354073426692,0.18961572071592567,0.3295716675804257,0.07860354073426692,0.18961572071592567,-3.2026522268518625e-15,-3.8871082039864475e-15,-1.0254152059268931e-15,3
r,8.0,21.0,4.896009084595423e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32938508884188433,0.07860354073426737,0.18948667513537748,0.3293850888418841,0.07860354073426747,0.1894866751353777,0.3293850888418841,0.07860354073426747,0.1894866751353777,-6.746244958222137e-16,-1.2368071558138674e-15,-1.1727011903742254e-15,3
r,8.0,22.0,4.893874695197973e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32912473192284086,0.07860354073426729,0.18930657436782455,0.32912473192284053,0.0786035407342675,0.18930657436782458,0.32912473192284025,0.07860354073426691,0.1893065743678241,-1.4800735116145194e-15,-2.828285030299479e-15,-1.555888607968768e-15,3
r,8.0,23.0,4.890944543842878e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3287668466767983,0.07860354073426734,0.18905895717888674,0.32876684667679673,0.07860354073426745,0.18905895717888738,0.32876684667679673,0.07860354073426745,0.18905895717888738,-4.731251834429424e-15,-1.413493892358706e-15,-3.379143478946814e-15,3
r,8.0,24.0,4.88697856586334e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3282815974352077,0.07860354073426734,0.18872312263221858,0.32828159743520835,0.07860354073426745,0.18872312263221874,0.32828159743520835,0.07860354073426745,0.18872312263221874,-2.030676570609494e-15,-1.413493892358706e-15,-8.830843555045743e-16,3
r,8.0,25.0,4.881680654751543e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3276318531363725,0.07860354073426731,0.18827327102820135,0.3276318531363735,0.07860354073426748,0.18827327102820132,0.327631853136373,0.0786035407342669,0.1882732710282009,-2.3666948964710226e-15,-2.9828991450336518e-15,-1.6289874521526818e-15,3
r,8.0,26.0,4.874689760681058e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3267717906571719,0.07860354073426723,0.18767750181766257,0.3267717906571724,0.07860354073426692,0.18767750181766343,0.3267717906571724,0.07860354073426692,0.18767750181766343,-1.530044286717493e-15,-3.8871082039864475e-15,-4.588022450423491e-15,3
r,8.0,27.0,4.865570689421229e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3256452840680495,0.07860354073426726,0.18689664213046578,0.3256452840680491,0.07860354073426698,0.18689664213046642,0.3256452840680491,0.07860354073426698,0.18689664213046642,-1.1941511381707385e-15,-3.533734730896769e-15,-3.4182387388295445e-15,3
r,8.0,28.0,4.853805022540708e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32418404586152716,0.07860354073426734,0.185882871340936,0.3241840458615253,0.07860354073426744,0.18588287134093517,0.3241840458615253,0.07860354073426744,0.18588287134093517,-5.654944565305273e-15,-1.2368071558138678e-15,-4.482888496294204e-15,3
r,8.0,29.0,4.838782776398205e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32230547695068346,0.07860354073426723,0.1845780954881414,0.3223054769506827,0.07860354073426692,0.18457809548814041,0.3223054769506827,0.07860354073426692,0.18457809548814041,-2.413050440773592e-15,-3.8871082039864475e-15,-5.417493446697443e-15,3
r,8.0,30.0,4.819795660724335e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.31991016933237265,0.07860354073426729,0.182912008934762,0.319910169332371,0.0786035407342675,0.1829120089347619,0.3199101693323705,0.0786035407342669,0.18291200893476142,-6.055604043712806e-15,-2.8469436869657434e-15,-2.2094334707824367e-15,3
r,8.0,31.0,4.796033082839581e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.31687898722165514,0.07860354073426723,0.18079975726113368,0.3168789872216539,0.07860354073426692,0.1807997572611331,0.3168789872216539,0.07860354073426692,0.1807997572611331,-3.856872564880159e-15,-3.8871082039864475e-15,-3.2262462004979947e-15,3
r,8.0,32.0,4.7665823540982433e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.31306962692191687,0.07860354073426723,0.1781390818689676,0.313069626921918,0.07860354073426692,0.17813908186896682,0.313069626921918,0.07860354073426692,0.17813908186896682,-3.5489110150364944e-15,-3.8871082039864475e-15,-4.365910978432376e-15,3
r,8.0,33.0,4.7304348564457624e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.3083125192874251,0.07860354073426737,0.17480677823706905,0.30831251928742376,0.07860354073426748,0.17480677823706828,0.30831251928742376,0.07860354073426748,0.17480677823706828,-4.324402719777092e-15,-1.4134938923587057e-15,-4.449137390798637e-15,3
r,8.0,34.0,4.686500160220901e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.30240588610842545,0.07860354073426737,0.17065422858410534,0.30240588610842484,0.0786035407342675,0.17065422858410564,0.30240588610842484,0.0786035407342675,0.17065422858410564,-2.0207309585303756e-15,-1.590180628903544e-15,-1.7904066637292276e-15,3
r,8.0,35.0,4.633630161899672e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.29510968480976485,0.07860354073426737,0.16550166356145063,0.2951096848097645,0.0786035407342675,0.16550166356145107,0.2951096848097645,0.0786035407342675,0.16550166356145107,-1.1294677585787517e-15,-1.590180628903544e-15,-2.685305328170366e-15,3
r,8.0,36.0,4.5706551167158767e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.28613806105398026,0.07860354073426737,0.15913064623454864,0.28613806105397954,0.07860354073426751,0.15913064623454812,0.28613806105397954,0.07860354073426751,0.15913064623454812,-2.5239094658942296e-15,-1.7668673654483822e-15,-3.3164681350190163e-15,3
r,8.0,37.0,4.496432843549265e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.2751497537295587,0.07860354073426706,0.15127402054642644,0.2751497537295592,0.07860354073426688,0.1512740205464264,0.2751497537295592,0.07860354073426688,0.1512740205464264,-1.817102521730294e-15,-2.296927575082906e-15,-1.8361649995208035e-16,3
r,8.0,38.0,4.4099112560516866e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.26173562269114975,0.07860354073426706,0.1416021652496305,0.26173562269115064,0.07860354073426687,0.14160216524963126,0.26173562269115064,0.07860354073426687,0.14160216524963126,-3.3959649390717055e-15,-2.4736143116277447e-15,-5.296267650364425e-15,3
r,8.0,39.0,4.310202659390417e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.24540202739277117,0.07860354073426726,0.12970373312955205,0.2454020273927717,0.078603540734267,0.12970373312955152,0.2454020273927717,0.078603540734267,0.12970373312955152,-2.1505597290652638e-15,-3.357047994351931e-15,-4.068901525098972e-15,3
r,8.0,40.0,4.196666000163221e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.2255480457000085,0.07860354073426734,0.1150579265174362,0.22554804570000753,0.07860354073426738,0.11505792651743552,0.22554804570000753,0.07860354073426738,0.11505792651743552,-4.3102755047478125e-15,-5.300602096345149e-16,-5.9146029497064914e-15,3
r,8.0,41.0,4.068990704544496e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.20143323633080673,0.07860354073426734,0.09699335209967802,0.2014332363308062,0.0786035407342674,0.09699335209967855,0.2014332363308062,0.0786035407342674,0.09699335209967855,-2.6199833113695113e-15,-7.06746946179353e-16,-5.4411122630291724e-15,3
r,8.0,42.0,3.9272733408262e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.17213030073472674,0.07860354073426726,0.0746247502262337,0.1721303007347266,0.07860354073426702,0.07462475022623363,0.1721303007347266,0.07860354073426702,0.07462475022623363,-8.068424347094083e-16,-3.0036745212622537e-15,-9.30535985119095e-16,3
r,8.0,43.0,3.772076737521123e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.13645246190566973,0.07860354073426731,0.04675148685084286,0.13645246190567034,0.07860354073426717,0.046751486850842995,0.13645246190567034,0.07860354073426717,0.046751486850842995,-4.478343062242068e-15,-1.7668673654483833e-15,-2.8221119428009686e-15,3
r,8.0,44.0,3.6044610742067816e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.0928359736658659,0.07860354073426723,0.011686003292283535,0.09283597366586567,0.07860354073426692,0.011686003292283541,0.09283597366586567,0.07860354073426692,0.011686003292283541,-2.543189275251041e-15,-3.8871082039864475e-15,-5.942238225440845e-16,3
r,8.0,45.0,3.42597836954904e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426731,0.07576388206505297,0.0,0.07860354073426729,0.0757638820650531,0.0,0.07860354073426729,0.0757638820650531,0.0,-3.5337347308967666e-16,-1.8330902159002575e-15,NaN,2
r,8.0,46.0,3.2386258239350253e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.07162066963363492,0.0,0.07860354073426752,0.07162066963363474,0.0,0.07860354073426752,0.07162066963363474,0.0,-1.9435541019932202e-15,-2.5208733894174748e-15,NaN,2
r,8.0,47.0,3.044759129268003e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426723,0.06733339989438424,0.0,0.07860354073426694,0.06733339989438439,0.0,0.07860354073426694,0.06733339989438439,0.0,-3.7104214674416095e-15,-2.2688626189217264e-15,NaN,2
r,8.0,48.0,2.846973038318359e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.06295945457061682,0.0,0.07860354073426751,0.0629594545706166,0.0,0.07860354073426751,0.0629594545706166,0.0,-1.7668673654483822e-15,-3.5294341573762193e-15,NaN,2
r,8.0,49.0,2.647961764965834e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426731,0.0585584149207713,0.0,0.07860354073426715,0.05855841492077155,0.0,0.07860354073426715,0.05855841492077155,0.0,-2.1202408385380603e-15,-4.2690304376570805e-15,NaN,2
r,8.0,50.0,2.450374859904583e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426731,0.05418887449818261,0.0,0.07860354073426729,0.054188874498182715,0.0,0.07860354073426729,0.054188874498182715,0.0,-3.5337347308967666e-16,-1.9221938850666764e-15,NaN,2
r,8.0,51.0,2.2566843413295174e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426731,0.04990550080940716,0.0,0.07860354073426729,0.049905500809407234,0.0,0.07860354073426729,0.049905500809407234,0.0,-3.5337347308967666e-16,-1.5305951402904209e-15,NaN,2
r,8.0,52.0,2.0690761449283582e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426723,0.045756634782432026,0.0,0.07860354073426694,0.0457566347824323,0.0,0.07860354073426694,0.0457566347824323,0.0,-3.7104214674416095e-15,-5.918703628561323e-15,NaN,2
r,8.0,53.0,1.8893742343392954e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.04178261250554111,0.0,0.07860354073426751,0.04178261250554129,0.0,0.07860354073426751,0.04178261250554129,0.0,-1.7668673654483822e-15,-4.321095053301101e-15,NaN,2
r,8.0,54.0,1.7190002414421115e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426734,0.03801487269155203,0.0,0.07860354073426742,0.03801487269155196,0.0,0.07860354073426742,0.03801487269155196,0.0,-1.0601204192690297e-15,-1.826680205651893e-15,NaN,2
r,8.0,55.0,1.5589665239357954e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.034475803149447204,0.0,0.07860354073426751,0.034475803149447225,0.0,0.07860354073426751,0.034475803149447225,0.0,-1.7668673654483822e-15,-6.042587187746044e-16,NaN,2
r,8.0,56.0,1.409896903750603e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426734,0.031179199404491677,0.0,0.07860354073426748,0.031179199404491893,0.0,0.0786035407342669,0.031179199404491348,0.0,-3.827790818946967e-15,-5.779826814279112e-15,NaN,2
r,8.0,57.0,1.2720674328648852e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426734,0.028131166214880862,0.0,0.0786035407342675,0.028131166214881067,0.0,0.0786035407342669,0.028131166214880533,0.0,-3.856796665901985e-15,-6.400272958892177e-15,NaN,2
r,8.0,58.0,1.1454592047616432e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.0786035407342672,0.025331285471984523,0.0,0.07860354073426751,0.025331285471984835,0.0,0.07860354073426687,0.025331285471984294,0.0,-3.706566010773563e-15,-7.280118752236224e-15,NaN,2
r,8.0,59.0,1.029816077991743e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426731,0.022773892729490184,0.0,0.0786035407342672,0.02277389272949006,0.0,0.0786035407342672,0.02277389272949006,0.0,-1.4134938923587066e-15,-5.488470035559912e-15,NaN,2
r,8.0,60.0,9.247016938126798e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.02044933812136127,0.0,0.07860354073426747,0.020449338121361207,0.0,0.07860354073426747,0.020449338121361207,0.0,-1.2368071558138674e-15,-3.056182725745405e-15,NaN,2
r,8.0,61.0,8.295518960805377e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426737,0.018345145602819656,0.0,0.07860354073426754,0.018345145602819742,0.0,0.07860354073426754,0.018345145602819742,0.0,-2.1202408385380587e-15,-4.731566116281034e-15,NaN,2
r,8.0,62.0,7.437202723532909e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426724,0.016447020070176663,0.0,0.07860354073426763,0.01644702007017691,0.0,0.07860354073426676,0.016447020070176375,0.0,-5.1344873795901955e-15,-1.1349506892033507e-14,NaN,2
r,8.0,63.0,6.665158490320969e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426723,0.014739680970957998,0.0,0.07860354073426694,0.014739680970958046,0.0,0.07860354073426694,0.014739680970958046,0.0,-3.7104214674416095e-15,-3.2978129528040287e-15,NaN,2
r,8.0,64.0,5.972329285628315e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426723,0.013207522139422,0.0,0.07860354073426694,0.01320752213942204,0.0,0.07860354073426694,0.013207522139422037,0.0,-3.7104214674416095e-15,-3.023041350956599e-15,NaN,2
r,8.0,65.0,5.351736714104587e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426723,0.011835111186180707,0.0,0.07860354073426691,0.011835111186180644,0.0,0.07860354073426691,0.011835111186180643,0.0,-4.0637949405312856e-15,-5.280784696342625e-15,NaN,2
r,8.0,66.0,4.796643597173156e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426726,0.010607549161267911,0.0,0.07860354073426759,0.01060754916126821,0.0,0.07860354073426679,0.01060754916126768,0.0,-4.932070288589442e-15,-1.5696406345286582e-14,NaN,2
r,8.0,67.0,4.3006640659784536e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073426715,0.009510714019455278,0.0,0.0786035407342677,0.009510714019455507,0.0,0.07860354073426674,0.009510714019454965,0.0,-5.3554679615458706e-15,-1.8029588356988137e-14,NaN,2
r,8.0,68.0,3.8578316405708246e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073427249,0.008531411174131325,0.0,0.07860354073429446,0.008531411174139608,0.0,0.0786035407342411,0.008531411174123857,0.0,-2.379168186679167e-13,-6.176299525021779e-13,NaN,2
r,8.0,69.0,3.4626349011925725e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073435283,0.007657452382644547,0.0,0.07860354073479822,0.007657452382802894,0.0,0.07860354073375762,0.007657452382509995,0.0,-4.669916997805602e-12,-1.2847227953052803e-11,NaN,2
r,8.0,70.0,3.110029036658805e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073521855,0.006877681284908227,0.0,0.07860354074171026,0.006877681287010589,0.0,0.0786035407271085,0.006877681283162826,0.0,-6.571296785230943e-11,-1.9263593432896436e-10,NaN,2
r,8.0,71.0,2.795430118389633e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354074008119,0.006181960739744822,0.0,0.07860354081225195,0.006181960760797654,0.0,0.07860354065911082,0.006181960721883512,0.0,-6.752161628123368e-10,-2.2200002723041322e-9,NaN,2
r,8.0,72.0,2.5146975684930428e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354073010482,0.005561134050714374,0.0,0.0786035413623263,0.005561134209448261,0.0,0.07860354012783143,0.005561133905897671,0.0,-5.407760619984574e-9,-1.9511004491584124e-8,NaN,2
r,8.0,73.0,2.2641090582950004e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354066435796,0.005006969488900555,0.0,0.07860354472436999,0.0050069703890823925,0.0,0.07860353660928679,0.005006968559208122,0.0,-3.641686229247823e-8,-1.292282748058953e-7,NaN,2
r,8.0,74.0,2.040331027858293e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860354024279209,0.004512095171500274,0.0,0.07860356254316485,0.004512099691437925,0.0,0.07860351960294233,0.004512090491922559,0.0,-1.9179745566360626e-7,-7.244477397595899e-7,NaN,2
r,8.0,75.0,1.840387161905745e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.0786035334306351,0.00406992767819862,0.0,0.07860363279197818,0.004069948574316492,0.0,0.0786034458756639,0.004069909353368811,0.0,-8.327622329767673e-7,-3.4234356454178466e-6,NaN,2
r,8.0,76.0,1.661626479070474e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860348839460865,0.0036746076989981062,0.0,0.07860387042288221,0.0036746788891834042,0.0,0.07860318453897314,0.003674538949661498,0.0,-2.9074434358026785e-6,-1.4337209492812529e-5,NaN,2
r,8.0,77.0,1.501692166633069e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860376527795469,0.003320932878316968,0.0,0.07860471128862642,0.0033211364364919304,0.0,0.07860242587569825,0.003320699252219094,0.0,-9.329475635959775e-6,-4.9453242805174826e-5,NaN,2
r,8.0,78.0,1.3584918963170464e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860394829410682,0.003004373013977029,0.0,0.07860694937653487,0.0030048378778961445,0.0,0.07860021882625214,0.003003640834876026,0.0,-3.1703988944958705e-5,-0.0001255180321319326,NaN,2
r,8.0,79.0,1.2301700636129838e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07860488844427896,0.0027200739827494143,0.0,0.07861222081257618,0.002721871097082459,0.0,0.0785946459841906,0.00271897783163027,0.0,-8.061284528422949e-5,-0.00033623989294901866,NaN,2
r,8.0,80.0,1.1150821814463767e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07861076456435434,0.0024658985416819708,0.0,0.0786240747702457,0.002469218127498906,0.0,0.0785904107658795,0.002462610150784721,0.0,-0.0001352748774150235,-0.0010459506948772973,NaN,2
r,8.0,81.0,1.0117715100824315e-8,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07858978116236288,0.002235820200646988,0.0,0.07864476488667259,0.0022443099292192717,0.0,0.07855916501427777,0.0022307636192941457,0.0,-0.0003482483310615565,-0.0020557984504843787,NaN,2
r,8.0,82.0,9.189479036441567e-9,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07857773815074556,0.002027992112734394,0.0,0.07868741389790151,0.0020442455759702104,0.0,0.07851515453507613,0.0020194567163817887,0.0,-0.0007332963473000989,-0.0038917968835744787,NaN,2
r,8.0,83.0,8.354687872852206e-9,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.07868009169265866,0.0018501582050198374,0.0,0.07876722760736103,0.0018702454830523396,0.0,0.0785102837637815,0.0018246804215777414,0.0,-0.0009432967313207775,-0.009233995860900271,NaN,2
