target,slope,dose,r,x_2,y_21,B0_21,meanB1,meanB2,meanB3,maxB1,maxB2,maxB3,minB1,minB2,minB3,stabilityB1,stabilityB2,stabilityB3,sp_survival
B0,12.699208415745595,42.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.3763816009429117,0.3372362361251318,0.07086211450306802,0.1982797909129492,0.33723623612513126,0.07086211450306773,0.1982797909129497,0.33723623612513126,0.07086211450306773,0.1982797909129497,-1.6472966550431698e-15,-4.11577141047236e-15,-2.521564648890288e-15,3
B0,12.699208415745595,43.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.2975757040423836,0.33978197781796393,0.06851217521408015,0.2008728187273814,0.339781977817965,0.06851217521408053,0.20087281872738125,0.33978197781796443,0.06851217521408,0.20087281872738075,-2.3926766675492583e-15,-3.147378585889556e-15,-2.3556881717203883e-15,3
B0,12.699208415745595,44.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.201742080444108,0.34313157279784,0.06565448047095919,0.2040545475778454,0.34313157279783907,0.06565448047095894,0.20405454757784486,0.34313157279783907,0.06565448047095894,0.20405454757784486,-2.752290623207897e-15,-3.807625220464607e-15,-2.722449121190735e-15,3
B0,12.699208415745595,45.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.088128015326133,0.3475128907087837,0.062266584819707,0.2078656919217958,0.3475128907087821,0.06226658481970746,0.20786569192179505,0.3475128907087819,0.062266584819707045,0.2078656919217947,-4.964926365731779e-15,-4.688413005360332e-15,-4.569743952915289e-15,3
B0,12.699208415745595,46.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.957162638758801,0.3532099355771263,0.05836128463283084,0.21230634167309825,0.35320993557712577,0.058361284632831203,0.21230634167309778,0.3532099355771256,0.0583612846328308,0.21230634167309725,-1.811520007704573e-15,-3.4811686067285824e-15,-3.694070473097652e-15,3
B0,12.699208415745595,47.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.8107214416698922,0.36057177949457275,0.05399450579900928,0.21731617450765636,0.36057177949457175,0.05399450579900962,0.21731617450765547,0.36057177949457153,0.053994505799009246,0.21731617450765503,-3.0770679064279322e-15,-3.4650871660258033e-15,-5.242810019132946e-15,3
B0,12.699208415745595,48.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.6521747708989727,0.37001787953133264,0.0492667498132741,0.22275147005555623,0.3700178795313346,0.049266749813274606,0.22275147005555748,0.37001787953133275,0.04926674981327368,0.22275147005555615,-3.3188975404170246e-15,-6.675817778836038e-15,-3.384928035451224e-15,3
B0,12.699208415745595,49.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.486146468690435,0.382033315952218,0.04431589656765782,0.228357528116692,0.38203331595222023,0.04431589656765812,0.2283575281166928,0.3820333159522185,0.04431589656765739,0.2283575281166917,-3.922549801993465e-15,-6.044807900636986e-15,-2.016639838211509e-15,3
B0,12.699208415745595,50.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.3179962895532376,0.39714237739714814,0.0393017703671336,0.23373486423828624,0.3971423773971503,0.039301770367133976,0.23373486423828643,0.39714237739714847,0.039301770367133206,0.2337348642382851,-3.505472432241064e-15,-6.863964764002204e-15,-2.87841360577545e-15,3
B0,12.699208415745595,51.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,1.153140845563568,0.41584358177351805,0.0343858909714108,0.2383027332751208,0.4158435817735219,0.03438589097141157,0.23830273327512305,0.4158435817735176,0.034385890971410045,0.2383027332751203,-5.3660270894738115e-15,-1.5260857366064074e-14,-5.3166822017199336e-15,3
B0,12.699208415745595,52.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.9963890107903385,0.39049132940923625,0.03147053831020653,0.21514024533418202,0.5716230527386474,0.14079665154516413,0.34791242650175763,0.20681385848124534,0.0013579549146130667,0.1199343414596641,-0.32354264462993276,-1.3708154495143305,-0.3578079113886616,3
B0,12.699208415745595,53.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.8514543902069561,0.15400488355786918,0.03308516660078546,0.06252431746291072,0.6099049629941259,0.48946916386403433,0.28421067211512246,0.0004390151572405529,6.838727260787964e-9,0.0023818921401555747,-1.300291338967784,-3.0992178554679706,-1.2586551798109613,3
B0,12.699208415745595,54.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.7207305868761831,0.08788476775238376,0.039760072183679836,0.026353529381697778,0.5791336698204296,0.49243354597875505,0.1746537888321733,2.363343619188417e-7,1.325940555397993e-9,2.495646789385805e-5,-1.8641542231849193,-2.8324363357892732,-1.7741092255928828,3
B0,12.699208415745595,55.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.6053205855175493,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,56.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.5052450485560733,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,57.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.419733766531415,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,58.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.34752032662978893,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,59.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.2870913827133567,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,60.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.2368716043031009,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,61.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.19534553526414558,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,62.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.1611276422967269,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,63.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.13299460584867925,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,64.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.10989268190642927,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,65.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.09093018108863736,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,66.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.07536217364999508,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,67.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.06257205737293359,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,68.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.052052783903514706,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,69.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.04338927553897798,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,70.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.03624275284321574,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,71.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.030337203908452865,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,72.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.025447951568354436,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,73.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.021392136496983426,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,74.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.018020877678024728,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,75.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.015212861803379754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0
B0,12.699208415745595,76.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.012869127623183254,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,77.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.01090883683831301,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,78.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.009265852197141608,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,79.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.007885971942694291,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,80.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0067246956714866815,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,81.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.005745419240195276,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,82.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.004917975483322118,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,83.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.004217453411836833,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,84.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.003623241622683263,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,85.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.003118252275644691,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,86.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0026882905865613063,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,87.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0023215417035619633,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,88.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.002008152386122327,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,89.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0017398893564318978,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,90.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0015098597544631743,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,91.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.001312281978373317,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,92.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.001142297472925683,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,93.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0009958158551030601,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,94.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0008693872297837673,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,95.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0007600967225644802,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,96.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0006654771999652072,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,97.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0005834369058625818,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,98.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0005121993540920949,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,99.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.00045025331020532883,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,12.699208415745595,100.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,0.0003963110938270117,0.8262686110014456,0.0,0.0,0.8262686110014487,0.0,0.0,0.8262686110014487,0.0,0.0,-3.765067983289173e-15,NaN,NaN,1
B0,16.0,0.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,1.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,2.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,3.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,4.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,5.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106475,0.32996235350196035,0.07860354073426729,0.18988588268300174,0.3299623535019618,0.07860354073426748,0.1898858826830026,0.32996235350196124,0.07860354073426688,0.18988588268300205,-3.590095859027362e-15,-2.8830922865566222e-15,-3.2817791649529354e-15,3
B0,16.0,6.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359925791064702,0.32996235350196035,0.07860354073426706,0.18988588268300258,0.32996235350196135,0.07860354073426679,0.18988588268300258,0.32996235350196135,0.07860354073426679,0.18988588268300258,-3.0304991223944583e-15,-3.533734730896778e-15,-0.0,3
B0,16.0,7.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579106418,0.32996235350196373,0.0786035407342659,0.1898858826830055,0.3299623535019628,0.0786035407342656,0.18988588268300435,0.3299623535019628,0.0786035407342656,0.18988588268300435,-2.862138060039181e-15,-3.710421467441672e-15,-5.997458249932839e-15,3
B0,16.0,8.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579105989,0.3299623535019735,0.0786035407342531,0.1898858826830173,0.32996235350197367,0.07860354073425298,0.18988588268301804,0.32996235350197367,0.07860354073425298,0.18988588268301804,-5.05083187065723e-16,-1.5901806289038324e-15,-3.949545676784795e-15,3
B0,16.0,9.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992579103274,0.3299623535020412,0.07860354073417145,0.18988588268310508,0.3299623535020422,0.07860354073417149,0.18988588268310427,0.3299623535020422,0.07860354073417149,0.18988588268310427,-3.1988601847489226e-15,-5.300602096351615e-16,-4.24210461580393e-15,3
B0,16.0,10.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359925790891996,0.32996235350239556,0.07860354073375216,0.18988588268355439,0.3299623535023963,0.07860354073375232,0.1898858826835537,0.32996235350239583,0.07860354073375177,0.18988588268355325,-1.6553582944665684e-15,-2.870275899235001e-15,-4.963443683690211e-15,3
B0,16.0,11.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359925790270955,0.3299623535039586,0.07860354073190026,0.18988588268553536,0.32996235350395836,0.07860354073190044,0.18988588268553516,0.3299623535039581,0.07860354073189987,0.18988588268553463,-1.1754448026266512e-15,-2.9106854090083735e-15,-2.6908505025772786e-15,3
B0,16.0,12.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992578787083,0.32996235350999714,0.07860354072474289,0.18988588269319215,0.3299623535099962,0.07860354072474342,0.1898858826931929,0.32996235350999575,0.07860354072474285,0.1898858826931925,-3.602139914464078e-15,-4.014542729502847e-15,-3.0689767371651907e-15,3
B0,16.0,13.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992577956952,0.32996235353087844,0.07860354069998864,0.18988588271967882,0.3299623535308785,0.07860354069998891,0.18988588271967832,0.3299623535308785,0.07860354069998891,0.18988588271967832,-1.6836106234049244e-16,-3.5337347324378136e-15,-2.6330304506815e-15,3
B0,16.0,14.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992575344008,0.32996235359660897,0.07860354062207275,0.18988588280304675,0.32996235359660886,0.07860354062207321,0.18988588280304655,0.32996235359660836,0.07860354062207262,0.18988588280304602,-1.2512863271738795e-15,-3.4313910790822366e-15,-2.6951649860787193e-15,3
B0,16.0,15.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359925677593914,0.3299623537874041,0.07860354039590477,0.1898858830450383,0.329962353787404,0.078603540395905,0.18988588304503842,0.329962353787404,0.078603540395905,0.18988588304503842,-1.6836106220960198e-16,-3.0036745341920882e-15,-5.851178769266535e-16,3
B0,16.0,16.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359925472392804,0.329962354303602,0.07860353978400877,0.18988588369974516,0.3299623543036004,0.07860353978400897,0.18988588369974607,0.32996235430360016,0.07860353978400839,0.18988588369974546,-5.2608104067153144e-15,-2.8534880946055827e-15,-3.526573195202659e-15,3
B0,16.0,17.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359924950430966,0.3299623556166283,0.07860353822755346,0.18988588536509876,0.32996235561662696,0.07860353822755359,0.18988588536509868,0.32996235561662657,0.07860353822755302,0.18988588536509823,-4.6541770270072116e-15,-3.203301886225441e-15,-1.9703523902520065e-15,3
B0,16.0,18.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359923693167757,0.32996235877934965,0.07860353447847845,0.18988588937647705,0.3299623587793492,0.07860353447847855,0.18988588937647796,0.3299623587793488,0.07860353447847798,0.18988588937647743,-2.0287333040176815e-15,-3.523808944536294e-15,-3.648938232973772e-15,3
B0,16.0,19.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635992080817077,0.3299623660367374,0.07860352587561044,0.18988589858124577,0.3299623660367355,0.07860352587560993,0.18988589858124647,0.3299623660367355,0.07860352587560993,0.18988589858124647,-5.724275902621728e-15,-6.537410487944817e-15,-3.656986431581875e-15,3
B0,16.0,20.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359914469567696,0.3299623819818862,0.07860350697431794,0.18988591880496847,0.3299623819818862,0.07860350697431828,0.18988591880496863,0.3299623819818862,0.07860350697431828,0.18988591880496863,-0.0,-4.417170310780357e-15,-8.776766501030449e-16,3
B0,16.0,21.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635990107766908,0.32996241567006723,0.07860346704056922,0.18988596153268894,0.32996241567006657,0.07860346704056977,0.18988596153269,0.32996241567006607,0.0786034670405692,0.18988596153268955,-2.8046138177236974e-15,-3.946906197717634e-15,-4.487803628091162e-15,3
B0,16.0,22.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635987376917193,0.3299624843664529,0.07860338560845181,0.18988604866223868,0.32996248436645415,0.07860338560845195,0.18988604866223918,0.32996248436645415,0.07860338560845195,0.18988604866223918,-3.703941902816115e-15,-1.7668708524068498e-15,-2.633028149660355e-15,3
B0,16.0,23.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635981984916785,0.32996262000633725,0.07860322482259612,0.18988622069761585,0.3299626200063378,0.07860322482259634,0.18988622069761543,0.32996262000633725,0.07860322482259575,0.18988622069761493,-1.123284115295043e-15,-2.739373478084396e-15,-3.664175936885346e-15,3
B0,16.0,24.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635971647597766,0.32996288005109864,0.07860291657063774,0.18988655051694542,0.32996288005109786,0.07860291657063724,0.18988655051694567,0.32996288005109786,0.07860291657063724,0.18988655051694567,-2.357051111625488e-15,-6.3607730243207936e-15,-1.3165105953905692e-15,3
B0,16.0,25.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359523576654706,0.329963365312749,0.07860234135772023,0.18988716597652205,0.3299633653127482,0.07860234135772033,0.18988716597652217,0.3299633653127482,0.07860234135772033,0.18988716597652217,-2.357047645220933e-15,-1.2368260279933774e-15,-5.851139237045274e-16,3
B0,16.0,26.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6359172461052656,0.329964248605611,0.07860129435441154,0.18988828623990636,0.3299642486056119,0.07860129435441186,0.1898882862399067,0.3299642486056119,0.07860129435441186,0.1898882862399067,-2.693761526351405e-15,-4.0639110814570435e-15,-1.7553314153135904e-15,3
B0,16.0,27.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6358547878570953,0.32996581991288054,0.07859943189110515,0.18989027903173475,0.3299658199128801,0.07859943189110506,0.18989027903173458,0.3299658199128801,0.07859943189110506,0.18989027903173458,-1.3468743492885464e-15,-1.0601758378443429e-15,-8.776564970481259e-16,3
B0,16.0,28.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635746025140769,0.3299685563200528,0.07859618865943961,0.18989374924289856,0.3299685563200511,0.07859618865943988,0.18989374924289884,0.3299685563200511,0.07859618865943988,0.18989374924289884,-5.0507369240611296e-15,-3.357362020623121e-15,-1.4627340972073975e-15,3
B0,16.0,29.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.635560343180445,0.32997322851406363,0.07859065174721638,0.18989967374655245,0.3299732285140642,0.07859065174721648,0.1898996737465527,0.3299732285140642,0.07859065174721648,0.1898996737465527,-1.6835551363664686e-15,-1.2370099940784885e-15,-1.3164196164516246e-15,3
B0,16.0,30.0,4.900749719809166e-7,2.7338159268322533e-7,1.1107426755788226e-5,2.6352491463589343,0.32998106049286935,0.07858137206553943,0.1899096032656567,0.3299810604928692,0.0785813720655399,0.1899096032656575,0.3299810604928692,0.0785813720655399,0.1899096032656575,-5.050545533418118e-16,-6.0090437817146685e-15,-4.241574757434466e-15,3
